_id,_form_id,_locale,_savepoint_type,_savepoint_timestamp,_savepoint_creator,_create_user,_last_update_user,_deleted,_data_etag_at_modification,district,region,subvillage,veo,village,ward,_default_access,_group_modify,_group_privileged,_group_read_only,_row_etag,_row_owner
040c1909-2cf1-4264-94d5-d65baf19339a,,default,COMPLETE,2018-07-31T04:52:39.420000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Mpwapwa,Dodoma,,,Malolo,Malolo,FULL,,,,uuid:31baed3b-46b6-423d-b8ca-599cc9feb01a,
04510447-31fa-42e2-a0ff-a2719eedfbd3,,default,COMPLETE,2018-07-31T04:52:30.751000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Kondoa,Dodoma,,,Kwayondu,Masange,FULL,,,,uuid:ab3283ae-bf9c-484d-95a4-2d38db484fb0,
049ea97e-3604-49b5-9aa0-ebe32b9df03a,,default,COMPLETE,2018-07-31T04:52:50.374000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Dodoma Urban,Dodoma,,,Hombolo Makulu,Hombolo,FULL,,,,uuid:2340d110-3406-45fd-b1a7-59df174867cd,
04b7f57d-e527-4184-8410-99bf986a4553,,default,COMPLETE,2018-07-31T04:53:16.310000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Mbulu District Council,Manyara,,,Dongobesh,Dongobesh Ward,FULL,,,,uuid:9e9021f8-8c81-499d-a42c-c32e58c9a3e1,
050c86c5-c015-49de-8cd9-a7854c060326,,default,COMPLETE,2018-07-31T04:53:13.405000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Hanang District Council,Manyara,,,Ganana 'C',Ganana Ward,FULL,,,,uuid:53a76db4-ee69-4cfa-a584-572f5f4c8e12,
0519ec85-dad5-4ebe-b09d-91942c1506f5,,default,COMPLETE,2018-07-31T04:52:42.917000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Kongwa,Dodoma,,,Norini,Matongoro,FULL,,,,uuid:72d9423b-0238-4635-b7d7-3e81be689657,
054ab0c7-f775-4053-a553-c912c4af64a5,,default,COMPLETE,2018-07-31T04:53:19.706000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Mbulu District Council,Manyara,,,Marish,Imboru Ward,FULL,,,,uuid:61000a9b-a375-49b4-9e5d-68c530510fa9,
058c94bc-584e-4439-a115-1f1d24b152cd,,default,COMPLETE,2018-07-31T04:53:13.501000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Hanang District Council,Manyara,,,Dirma,Dirma Ward,FULL,,,,uuid:5aa5ad1c-0459-4074-a246-6eda774491ba,
060c48b7-1541-4208-95ad-08c800e860a0,,default,COMPLETE,2018-07-31T04:52:46.754000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Chamwino,Dodoma,,,Mkang'wa,Makang'wa,FULL,,,,uuid:8f145d21-9260-47b2-8943-26799cc93e34,
063d4ec3-d741-433b-9edd-d45f400422e3,,default,COMPLETE,2018-07-31T04:52:41.529000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Kongwa,Dodoma,,,Ndurugumi,Kibaigwa,FULL,,,,uuid:f8e30232-863b-4e08-b844-705fdd5afcd6,
066c14a9-1ec5-4476-a33a-6225da9e2370,,default,COMPLETE,2018-07-31T04:52:58.318000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Chemba,Dodoma,,,Wisuzaje,Kimaha,FULL,,,,uuid:25e0edc6-bf11-4e2d-bf30-b798ad494bee,
07027783-9afc-415b-ae66-5c025f5b61a0,,default,COMPLETE,2018-07-31T04:53:02.265000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Kiteto District Council,Dodoma,,,Kimana,Partimbo,FULL,,,,uuid:905c82a2-1c5f-451d-973a-26afbdf22312,
07459c3f-35e4-4ccb-9bce-606e762c74d7,,default,COMPLETE,2018-07-31T04:53:01.497000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Chemba,Dodoma,,,Msera,Kwamtoro,FULL,,,,uuid:5be4e8d5-2d3d-4a32-92ec-e8521b15d349,
078903c7-bde0-4e02-9f7d-a5783d958d35,,default,COMPLETE,2018-07-31T04:53:16.166000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Mbulu District Council,Manyara,,,Yaeda Kati,Bashay Ward,FULL,,,,uuid:e7fd88ba-1196-4315-beb7-3f7b8058e515,
0790c0a1-f22d-4d1c-8937-5695c782f62b,,default,COMPLETE,2018-07-31T04:52:40.101000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Kongwa,Dodoma,,,Mkoka,Mkoka,FULL,,,,uuid:aff2a0a2-26b7-4a1c-9cab-3293b4e9e7c9,
0816d771-444a-4478-a2e0-b42e81c88302,,default,COMPLETE,2018-07-31T04:52:29.933000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Kondoa,Dodoma,,,Bumbuta,Bumbuta,FULL,,,,uuid:23286ab4-a866-4187-8b65-ab85c11be62a,
08515fef-bea2-4473-9f5a-e16ec6616c5b,,default,COMPLETE,2018-07-31T04:52:52.235000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Dodoma Urban,Dodoma,,,Kikuyu,Kikuyu-Kaskazini,FULL,,,,uuid:970e04b3-f296-4595-86a9-aea25ecb035f,
0864e7fb-fb08-421c-8755-8f9b1ea72af0,,default,COMPLETE,2018-07-31T04:52:33.409000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Kondoa,Dodoma,,,Mningani,Kondoa Mjini,FULL,,,,uuid:105b07fa-9b9c-4e04-97b1-e164b0607dce,
08ebaa3d-910d-4928-9843-767a24052cfb,,default,COMPLETE,2018-07-31T04:52:53.221000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Dodoma Urban,Dodoma,,,Sokoine,Kizota,FULL,,,,uuid:9a751cd7-1879-4e7c-9885-08564cc7a258,
09325d47-14c9-4c9b-bf0e-ef54e9ff81d2,,default,COMPLETE,2018-07-31T04:52:59.558000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Chemba,Dodoma,,,Itolwa,Jangalo,FULL,,,,uuid:58f245bc-cf66-4a76-9a4e-c84d67f633d6,
093cbd18-d48d-472c-b3e9-0f7bcfd08535,,default,COMPLETE,2018-07-31T04:53:07.414000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Babati District Council,Manyara,,,Seloto,Dareda Ward,FULL,,,,uuid:6b5e7dec-6d62-4888-b689-ab16d0b6e7a3,
09406bc2-4e6f-46ae-b680-cb0ce239b7f3,,default,COMPLETE,2018-07-31T04:53:16.833000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Mbulu District Council,Manyara,,,Gidmadoy,Maghang Ward,FULL,,,,uuid:4def05c1-c469-465a-9586-93bd7dc49a92,
0a0e1c23-d55d-4648-b9c1-13a609c64f48,,default,COMPLETE,2018-07-31T04:52:31.269000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Kondoa,Dodoma,,,Atta,Kisese,FULL,,,,uuid:5bf6686f-0051-4da1-afb0-61326031dcb2,
0a13472b-58e6-4dce-8f6b-57acf89076fd,,default,COMPLETE,2018-07-31T04:52:40.272000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Kongwa,Dodoma,,,Makutupa,Njoge,FULL,,,,uuid:b7a48a4f-055f-4acd-ac75-4373cef45485,
0a310ea2-5b64-4733-925d-4d36338acff9,,default,COMPLETE,2018-07-31T04:52:50.565000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Dodoma Urban,Dodoma,,,Zepisa,Hombolo,FULL,,,,uuid:abdf2e7d-4b7e-432f-b9ca-5a4e9483590b,
0aad42a0-d424-47a0-a8c3-b684e76e5ff0,,default,COMPLETE,2018-07-31T04:52:52.058000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Dodoma Urban,Dodoma,,,Mkalama,Kikuyu-Kusini,FULL,,,,uuid:af95501f-5db0-40a8-a333-3864f008d405,
0ac444ac-d29c-4f5a-aa6c-a47c0f775e06,,default,COMPLETE,2018-07-31T04:53:06.584000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Babati District Council,Manyara,,,Ng'wang'weri,Qash Ward,FULL,,,,uuid:22fa1ff8-327a-4fd6-b9ce-fd056781adee,
0ae9b706-5368-481a-858a-bf6aafc055e8,,default,COMPLETE,2018-07-31T04:53:17.151000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Mbulu District Council,Manyara,,,Basonyagwe,Haydom Ward,FULL,,,,uuid:5514ea4e-c07c-48ab-bc54-920ccce4e52e,
0d12c151-0c19-43f0-813f-0cad407c78a5,,default,COMPLETE,2018-07-31T04:52:35.996000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Mpwapwa,Dodoma,,,Chilendu,Rudi,FULL,,,,uuid:41107c55-c0f7-496f-a8b1-53a352302b08,
0d776ce8-233f-4b57-b395-ac5c21eb1fab,,default,COMPLETE,2018-07-31T04:53:00.609000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Chemba,Dodoma,,,Isini,Paranga,FULL,,,,uuid:a8eea625-3538-4af4-a283-86eb7b1eff5b,
0da6d8e8-f7b5-49d1-a15b-a5837ee9f3a5,,default,COMPLETE,2018-07-31T04:52:44.246000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Chamwino,Dodoma,,,Kwahemu,Haneti,FULL,,,,uuid:afa716d9-8cb3-4ce7-8f1c-d2590ac4328d,
0dba45b2-5a6b-42a5-889b-07553e92cf13,,default,COMPLETE,2018-07-31T04:53:08.003000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Babati District Council,Manyara,,,Luxmanda,Ufana Ward,FULL,,,,uuid:a72d2ca8-5d34-453b-8828-f37347cf6362,
0e8cbc84-5c3a-4131-8224-060bf89f9a63,,default,COMPLETE,2018-07-31T04:53:19.663000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Mbulu District Council,Manyara,,,Sanu Gilala,Imboru Ward,FULL,,,,uuid:1563779c-4bfe-45ec-8487-4f2f88351601,
0f4f0323-4b24-4b3b-a9ed-56a24b289116,,default,COMPLETE,2018-07-31T04:52:34.448000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Kondoa,Dodoma,,,Kwadinu,Soera,FULL,,,,uuid:317c4f03-00c0-49ab-9bea-fd2408c72acd,
0fc31f05-8f86-4614-a43b-70b9817cf0a8,,default,COMPLETE,2018-07-31T04:52:58.413000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Chemba,Dodoma,,,Mwaikisabe,Kimaha,FULL,,,,uuid:f6d47722-6d53-43de-89b8-be1a8a49c1a6,
0fff9448-528d-4985-a053-7969655f31ec,,default,COMPLETE,2018-07-31T04:52:39.045000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Mpwapwa,Dodoma,,,Kisima,Mtera,FULL,,,,uuid:244cab92-508a-43ba-88d8-054c3bede333,
107a787c-c382-4e48-9cb9-12fe3e3906a4,,default,COMPLETE,2018-07-31T04:53:11.329000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Hanang District Council,Manyara,,,Dumbeta,Mogitu Ward,FULL,,,,uuid:911b579f-60ed-426d-8645-295d7ee54111,
1090dd85-75ea-4aa2-a151-27cc4bafbd2b,,default,COMPLETE,2018-07-31T04:52:37.750000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Mpwapwa,Dodoma,,,Makutupa,Lupeta,FULL,,,,uuid:0aa80b73-9d5d-44ea-b4c3-4a8de527df0a,
109e8c89-fb3a-4133-a351-24adabc1a292,,default,COMPLETE,2018-07-31T04:53:00.850000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Chemba,Dodoma,,,Rofati,Gwandi,FULL,,,,uuid:9f898cc0-7293-49d3-816d-e361fbba6d47,
10cec92a-5f80-4fe5-818b-6f61334a79d4,,default,COMPLETE,2018-07-31T04:53:09.973000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Babati District Council,Manyara,,,Gidabaghar,Baoy Ward,FULL,,,,uuid:0e0f0fd0-6119-497f-8772-b8e5ed138220,
10d83f54-484e-4c73-84e0-4ec8f3f17b4f,,default,COMPLETE,2018-07-31T04:52:38.274000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Mpwapwa,Dodoma,,,Iwondo,Iwondo,FULL,,,,uuid:6104b88f-3cfa-41c3-b2e0-17f0a10eef37,
118224d2-9167-4bfe-9747-0d6945df034a,,default,COMPLETE,2018-07-31T04:52:55.815000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Bahi,Dodoma,,,Uhelela,Bahi,FULL,,,,uuid:3de5d10a-6993-438f-b7f7-fb2ee61328cf,
125eff08-654d-41ec-9d63-3040e7ef17e6,,default,COMPLETE,2018-07-31T04:52:46.421000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Chamwino,Dodoma,,,Chanhumba,Handali,FULL,,,,uuid:33252296-b890-4ce8-a8f2-15ba59625574,
1295085f-b5a1-4ca0-b3cb-0195a30b3576,,default,COMPLETE,2018-07-31T04:53:15.972000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Mbulu District Council,Manyara,,,Jaranjar,Tlawi Ward,FULL,,,,uuid:bfddc3c1-75a3-47a6-bd9a-5ba386a8368d,
12b9b657-0a81-42af-8656-859db0799cd5,,default,COMPLETE,2018-07-31T04:52:52.969000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Dodoma Urban,Dodoma,,,Mmasi,Madukani,FULL,,,,uuid:93ff864a-18c6-4dc2-be42-64e6facbe708,
12d94bc5-14b2-40a5-85b6-188fe02d5701,,default,COMPLETE,2018-07-31T04:52:45.148000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Chamwino,Dodoma,,,Mahamha,Chilonwa,FULL,,,,uuid:d37e942e-71b5-4a18-9236-1e8a9bd08947,
12dffc0e-12b0-4020-9f8d-73280a3d58b7,,default,COMPLETE,2018-07-31T04:52:54.503000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Dodoma Urban,Dodoma,,,Karume,Mnadani,FULL,,,,uuid:17b2531b-86db-4bea-b0a0-adfc062bdf00,
1326e4d9-354b-4e02-bd7f-ca1b4e8af94a,,default,COMPLETE,2018-07-31T04:53:20.018000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Mbulu District Council,Manyara,,,Tango,Endagikot Ward,FULL,,,,uuid:cc9cb94e-d8b7-4859-ac6c-071655768bcd,
132ea26d-48d6-4b50-b965-e7a3199ad640,,default,COMPLETE,2018-07-31T04:53:08.393000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Babati District Council,Manyara,,,Long,Bashnet Ward,FULL,,,,uuid:4e227bc0-b944-4fab-88e1-cc4dcbd054e5,
134e2439-6c47-43d7-bf78-3b5183a8f45f,,default,COMPLETE,2018-07-31T04:52:57.726000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Chemba,Dodoma,,,Takwa,Ovada,FULL,,,,uuid:25a7c2d9-2d86-43e6-a3f2-9f770d07324d,
13b5c30f-376a-4b2b-b29d-df711ccf7e65,,default,COMPLETE,2018-07-31T04:52:50.479000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Dodoma Urban,Dodoma,,,Mkoyo,Hombolo,FULL,,,,uuid:7de5814c-196a-42fb-a3c3-093cb2c36f4c,
13d87d5f-69b7-463f-976a-84e18c6324dd,,default,COMPLETE,2018-07-31T04:53:07.631000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Babati District Council,Manyara,,,Gajal,Dareda Ward,FULL,,,,uuid:ee3c520f-da79-4ef0-b7f4-e0618392c811,
1401b3c9-811b-4088-b510-b202f826c84a,,default,COMPLETE,2018-07-31T04:53:02.143000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Kiteto District Council,Dodoma,,,Ngarenaro,Kibaya,FULL,,,,uuid:c97560bd-d348-4b73-8c0d-72df3163233d,
14785fb3-6f5b-4089-91c8-f6bdc2b63342,,default,COMPLETE,2018-07-31T04:53:15.080000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Mbulu District Council,Manyara,,,Ayaingi,Ayamaami Ward,FULL,,,,uuid:ae51f52c-67e8-466f-9e57-2fc74b7c00fc,
14ebe7c7-1647-460a-a92d-31a43512b8f0,,default,COMPLETE,2018-07-31T04:53:08.642000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Babati District Council,Manyara,,,Utwari,Madunga Ward,FULL,,,,uuid:6d8f2db4-ecc5-4577-a7d4-a3d38f24c032,
1519a82e-a9c9-4b04-b18e-99c91ef56f65,,default,COMPLETE,2018-07-31T04:52:41.366000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Kongwa,Dodoma,,,Laikala,Sagara,FULL,,,,uuid:3cc0230c-bec2-4e1c-8def-cbd6e94d095f,
1586ce51-b2a1-48a3-aad9-20fc9f6c34ba,,default,COMPLETE,2018-07-31T04:53:11.474000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Hanang District Council,Manyara,,,Gitting,Gitting Ward,FULL,,,,uuid:7a86dcd7-176e-4ee5-a7bd-7712dc945cac,
159a8936-125e-4125-97f9-0600d7e0e3bf,,default,COMPLETE,2018-07-31T04:53:13.662000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Hanang District Council,Manyara,,,Diroda,Lalaji Ward,FULL,,,,uuid:46180f27-8605-4402-91fc-55f6eb3e68b3,
15af1f07-1517-4430-82dd-45adfdc137e6,,default,COMPLETE,2018-07-31T04:52:48.608000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Chamwino,Dodoma,,,Zajilwa,Zajilwa,FULL,,,,uuid:3992c876-75e3-42a1-9cf0-2ad506fd0acc,
15b21d46-7407-4820-ba0c-1431461ecd0b,,default,COMPLETE,2018-07-31T04:52:58.661000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Chemba,Dodoma,,,Churuku,Churuku,FULL,,,,uuid:669aa4aa-3fbc-47f3-850d-811eb79e82d4,
163a5151-674a-4e79-b312-be2ead419180,,default,COMPLETE,2018-07-31T04:52:38.006000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Mpwapwa,Dodoma,,,Kiegea,Nghambi,FULL,,,,uuid:a9aeb6ee-323b-4d79-a822-a416b95962f4,
169c0d52-f831-4398-b361-c8c1edd78f7b,,default,COMPLETE,2018-07-31T04:53:02.446000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Kiteto District Council,Dodoma,,,Ndaleta,Njoro,FULL,,,,uuid:dc97152c-ee43-4d4e-b955-56f5c2bc3a3f,
16c465a4-927e-4252-992f-91ebe266ef2e,,default,COMPLETE,2018-07-31T04:53:20.109000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Mbulu District Council,Manyara,,,Getanyamba,Geterer Ward,FULL,,,,uuid:a38c4b0b-a1ab-4b17-ae70-10d1b7b14357,
16d18186-4d29-407b-8927-afc839665a44,,default,COMPLETE,2018-07-31T04:53:01.715000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Chemba,Dodoma,,,Handa,Lalta,FULL,,,,uuid:4e69c3e9-7aa9-48f9-8333-413415ca79ac,
16ec0f4c-0e46-4e59-bbab-b7f0e162890f,,default,COMPLETE,2018-07-31T04:52:48.879000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Dodoma Urban,Dodoma,,,Tofiki,Viwandani,FULL,,,,uuid:728e6382-b270-42cd-80fd-97c5e7acf269,
1716f3d0-3b6b-45dd-aa5f-b8b4bafac0f8,,default,COMPLETE,2018-07-31T04:52:34.881000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Mpwapwa,Dodoma,,,Miembule,Matomondo,FULL,,,,uuid:3c740e3b-15d2-48b9-a9b8-4402bb1b239e,
1720dba7-0fc7-46b3-8e1e-b9751a2a7c66,,default,COMPLETE,2018-07-31T04:53:08.543000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Babati District Council,Manyara,,,Endaw,Madunga Ward,FULL,,,,uuid:76b0999e-a90f-41ba-a493-53ee71f78f67,
177bb409-c6d5-4935-a952-ce2d5560f63e,,default,COMPLETE,2018-07-31T04:53:02.336000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Kiteto District Council,Dodoma,,,Partimbo,Partimbo,FULL,,,,uuid:89684a00-9dc6-434a-8d71-db05da9386aa,
17a6f432-9a64-467e-9ef2-fa5bd2c5b9e3,,default,COMPLETE,2018-07-31T04:52:30.582000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Kondoa,Dodoma,,,Kalamba Juu,Kalamba,FULL,,,,uuid:dd29ddae-59a8-4e7e-9301-1ec2fcd6e4e0,
17bcbbc9-a02f-4fa7-a4d3-10cd3ee348d3,,default,COMPLETE,2018-07-31T04:52:58.214000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Chemba,Dodoma,,,Majengo Mapya,Msaada,FULL,,,,uuid:f0d352b4-e626-46e8-961c-1f2a687f173e,
17c34663-563b-4533-87fc-50e49787d07e,,default,COMPLETE,2018-07-31T04:53:07.599000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Babati District Council,Manyara,,,Hayesam,Dareda Ward,FULL,,,,uuid:c25b2e29-ebe8-41a9-b092-824b0229c8f7,
17cc5678-5ac6-4376-b8d5-eb5ca7c3b8f1,,default,COMPLETE,2018-07-31T04:52:42.142000000,anonymous,sue,sue,false,uuid:6d744042-793b-4c57-aba0-ae7026c35939,Kongwa,Dodoma,,,Tubugwe Kibaoni,Chamkoroma,FULL,,,,uuid:96c40936-859c-4567-a754-88cd3637b50b,
